33	91	0.516361718579821	0.0239759083275474	98.5052635795192	68.2548508644104	166110
49	17	0.843762972289992	0.3056852407497	10.8947368828874	73.9523639678955	264878
72	43	0.0438104625186907	0.032089168641702	98.5052629521019	78.7883670330048	429282
45	24	0.578634614388368	0.165803771072982	94.8631572095971	70.3414900302887	238986
54	48	0.362623399503339	0.0160518760411348	98.1578949250673	63.2692370414734	298368
65	127	0.763031823263476	0.0495707925018774	98.9684205306204	63.3661551475525	376446
86	176	0.281717850965946	0.0279203024348258	97.5578951208215	78.3994371891022	542304
61	72	0.0816801391646231	0.0917883466068903	98.915789315575	64.3620810508728	347354
93	52	0.485558865593235	0.252465464499006	98.8105262580671	74.8825581073761	602490
27	35	0.839396877317054	0.138690168720567	10.6315789254088	68.5561201572418	132372
11	23	0.932063431941294	0.0171816004761031	96.6000007955652	64.9967579841614	51204
95	59	0.865677945246372	0.0355960172699051	98.9578949777704	76.6193051338196	620136
24	111	0.907058628222461	0.144937492470592	96.084210433458	63.2665770053864	116178
97	128	0.774473495485736	0.181492870676652	98.7894735838238	74.5038151741028	637982
34	230	0.833080812625926	0.31510207568766	98.7789474035564	62.0591158866882	171908
66	92	0.209772387048056	0.0472443192092165	98.2736841628426	65.9996509552002	383844
85	65	0.977957559818665	0.0662462767761989	10.6315789254088	63.1268169879913	533906
72	83	0.989280400726711	0.256885865366714	10.8947368828874	70.9111180305481	429282
90	16	0.251484895448143	0.0170972597338786	98.6947370202918	85.0741720199585	576396
41	100	0.435871296588876	0.09141746071346	99.052630913885	62.3960230350494	213894
89	73	0.565404996840083	0.0102282330664827	97.5894736616235	67.5524909496307	567798
98	48	0.554604276866541	0.033267252870571	98.7263165022198	80.4215681552887	646980
43	86	0.605078464785462	0.131307202956621	99.021052373083	65.6853311061859	226340
74	73	0.598075196648287	0.0275985758223248	98.6105260096098	73.7812938690186	444828
35	210	0.760843542946542	0.0126889064968972	97.8421048114174	63.3288431167603	177756
